STATUS,sEXT,sNEU,sAGR,sCON,sOPN,SENTIMENT
want new tokio hotel cd,3.3,2.8,3.35,4.25,3.5,0.0772
got trnasform shirt cuut,3.3,2.8,3.35,4.25,3.5,0.0
propnam alway take long get morn blahhhhhhhhhhh,3.3,2.8,3.35,4.25,3.5,0.0
happi camper got tokio hotel cd,3.3,2.8,3.35,4.25,3.5,0.0
good soc final far,3.3,2.8,3.35,4.25,3.5,0.4404
hate mom leav,3.3,2.8,3.35,4.25,3.5,-0.5719
mom come home tonight,3.3,2.8,3.35,4.25,3.5,0.0
final home loong day school,3.3,2.8,3.35,4.25,3.5,0.0
disappoint someon thought would never realli disappoint,3.3,2.8,3.35,4.25,3.5,-0.6597
oliv garden tonight,3.3,2.8,3.35,4.25,3.5,0.0
funn 6 flag,3.3,2.8,3.35,4.25,3.5,0.0
exhaust today dont want rain blehhhh,3.3,2.8,3.35,4.25,3.5,-0.3447
2 page paper 3 go,3.3,2.8,3.35,4.25,3.5,0.0
gotta love writer blockugh,3.3,2.8,3.35,4.25,3.5,0.6369
dont want go class today carri stupid trifold board wind ehhhhhoh well,3.3,2.8,3.35,4.25,3.5,-0.3658
done paper final,3.3,2.8,3.35,4.25,3.5,0.0
know someon cancer want christma cure put statu,3.3,2.8,3.35,4.25,3.5,-0.6249
fari sociolog,3.3,2.8,3.35,4.25,3.5,0.0
awesom idea paper last night sleep,3.3,2.8,3.35,4.25,3.5,0.0
love smell christma tree,3.3,2.8,3.35,4.25,3.5,0.6369
thank god dont see propnam ever,3.3,2.8,3.35,4.25,3.5,0.5574
lot funn sister,3.3,2.8,3.35,4.25,3.5,0.0
creat plan schedul class,3.3,2.8,3.35,4.25,3.5,0.0
take break looong paper,3.3,2.8,3.35,4.25,3.5,0.0
relax listen music funn stuff,3.3,2.8,3.35,4.25,3.5,0.4404
ugh start soc paper overthi go busi dayugh,3.3,2.8,3.35,4.25,3.5,-0.4215
feel wors yesterday thank god there class today,3.3,2.8,3.35,4.25,3.5,0.5574
wait,3.3,2.8,3.35,4.25,3.5,0.0
peopl parent take everyth kid stupid ugghh,3.3,2.8,3.35,4.25,3.5,-0.5267
wait new phone come week sooo excit,3.3,2.8,3.35,4.25,3.5,0.0
boredwhat like 20 minut,3.3,2.8,3.35,4.25,3.5,0.3612
new phone come today score c first quiz yayi,3.3,2.8,3.35,4.25,3.5,0.0
merri christma everyon,3.3,2.8,3.35,4.25,3.5,0.0
dont wanna go school ahhhhhhh,3.3,2.8,3.35,4.25,3.5,0.0
make class schedul everyth close fast hard work blahhhh,3.3,2.8,3.35,4.25,3.5,-0.1027
good feel thing go,3.3,2.8,3.35,4.25,3.5,0.4404
love mom arent proud say thank mom help great person today pleas copi past profil expect see mani time page peopl longer mom appreci dont salut mom moment silenc love mom miss everydayse morese,3.3,2.8,3.35,4.25,3.5,0.8987
way earli agh,3.3,2.8,3.35,4.25,3.5,0.0
aoccdrnig rscheearch cmabrigd uinervtisi dsenot mtaetr waht oerdr lttere wrod olni iproamtnt tihng taht frsit lsat ltteer rghit pclae tih bcusea huamn mnid deo ra ervey lteter istlef wrod wlohe ra tih psot yuor wlal olni 55 plepo,3.3,2.8,3.35,4.25,3.5,0.0
weather need like thisboooo,3.3,2.8,3.35,4.25,3.5,0.3612
finish final development psycholog,3.3,2.8,3.35,4.25,3.5,0.0
disneyland propnam today,3.3,2.8,3.35,4.25,3.5,0.0
summer goe fast,2.75,2.65,3.5,4.1,4.15,0.0
citi,2.75,2.65,3.5,4.1,4.15,0.0
excit moa day trip,2.75,2.65,3.5,4.1,4.15,0.0
doesnt wanna go back work vacat,2.75,2.65,3.5,4.1,4.15,0.0
dentist todayyay,2.75,2.65,3.5,4.1,4.15,0.0
work work work,2.75,2.65,3.5,4.1,4.15,0.0
last cabin trip summer sad,2.75,2.65,3.5,4.1,4.15,-0.4767
busyalway,2.75,2.65,3.5,4.1,4.15,0.0
goin north,2.75,2.65,3.5,4.1,4.15,0.0
love snow,2.75,2.65,3.5,4.1,4.15,0.6369
got rearend b4 rearend someonesurpris,2.75,2.65,3.5,4.1,4.15,0.0
excit boundari water trip,2.75,2.65,3.5,4.1,4.15,0.0
back citi,2.75,2.65,3.5,4.1,4.15,0.0
watch love luci,2.75,2.65,3.5,4.1,4.15,0.6369
citi,2.75,2.65,3.5,4.1,4.15,0.0
doesnt wanna go back,2.75,2.65,3.5,4.1,4.15,0.0
lead day camp,2.75,2.65,3.5,4.1,4.15,0.0
tire,2.75,2.65,3.5,4.1,4.15,0.0
3 week happen,2.75,2.65,3.5,4.1,4.15,0.0
math,2.75,2.65,3.5,4.1,4.15,0.0
stuffi nose grr,2.75,2.65,3.5,4.1,4.15,0.0
sooooooo much stuff week,2.75,2.65,3.5,4.1,4.15,0.0
tri chem lab keep get distract,2.75,2.65,3.5,4.1,4.15,-0.296
doesnt like monday,2.75,2.65,3.5,4.1,4.15,-0.2755
kinda sickish yay,2.75,2.65,3.5,4.1,4.15,0.4804
cough cough must get cough drop cough,2.75,2.65,3.5,4.1,4.15,-0.2732
tri decid colleg visit,2.75,2.65,3.5,4.1,4.15,0.0
hope dont much hw make tomorrowthat go back tomorrow grrrrrr hate sick,2.75,2.65,3.5,4.1,4.15,-0.6249
tire sicksick tire gr,2.75,2.65,3.5,4.1,4.15,0.0
tiredjust like usual,2.75,2.65,3.5,4.1,4.15,0.3612
sick yay,2.75,2.65,3.5,4.1,4.15,0.0258
homework,2.75,2.65,3.5,4.1,4.15,0.0
homecom,2.75,2.65,3.5,4.1,4.15,0.0
cat alway land feet toast alway land butter side happen strap piec toast cat back drop,2.75,2.65,3.5,4.1,4.15,-0.2732
minnesing last night bore today,2.75,2.65,3.5,4.1,4.15,-0.25
pick leavesi love fall,2.75,2.65,3.5,4.1,4.15,0.6369
need long weekend,2.75,2.65,3.5,4.1,4.15,0.0
nervou,2.75,2.65,3.5,4.1,4.15,0.0
christma,2.75,2.65,3.5,4.1,4.15,0.0
north weekend excit,2.75,2.65,3.5,4.1,4.15,0.0
ski 2 degre weatherwhat better way celebr new year,2.75,2.65,3.5,4.1,4.15,0.4404
almost halfway,2.75,2.65,3.5,4.1,4.15,0.0
ahend semest rli long week best friday,2.75,2.65,3.5,4.1,4.15,0.6369
must read asher levgrrrr,2.75,2.65,3.5,4.1,4.15,0.0
ughmonday,2.75,2.65,3.5,4.1,4.15,0.0
doesnt wanna go school tomorrow,2.75,2.65,3.5,4.1,4.15,0.0
ughmonday,2.75,2.65,3.5,4.1,4.15,0.0
hmmmwhat mind idrki think mighta left atwood last nighteith ignor today,2.75,2.65,3.5,4.1,4.15,0.0
confusedi realli stop tri think thursday,2.75,2.65,3.5,4.1,4.15,-0.296
everyth room eatabl even im eatabl call cannib dear children fact frown upon societi,2.75,2.65,3.5,4.1,4.15,0.3818
dear propnam tonight good think propnam,2.75,2.65,3.5,4.1,4.15,0.6705
saturday,2.75,2.65,3.5,4.1,4.15,0.0
actual feel like got earli anyon,2.75,2.65,3.5,4.1,4.15,0.3612
physic bad favorit equat,4.5,2.25,4.5,5.0,3.5,-0.5423
best adhi whole worldand hate physic,4.5,2.25,4.5,5.0,3.5,0.128
hey dont smoke tijuana itll make crazi grandma hehehh,4.5,2.25,4.5,5.0,3.5,0.0
happi friendship day,4.5,2.25,4.5,5.0,3.5,0.4404
want two bunniesthey soooooo cute,4.5,2.25,4.5,5.0,3.5,0.5106
graduat pictur stupid expensiveso buy 1 smallest pictur copi laterit way cheaper,4.5,2.25,4.5,5.0,3.5,-0.5267
best adhi whole world,4.5,2.25,4.5,5.0,3.5,0.6369
dashain ko subhakaamana sabaai laaihappi dashain,4.5,2.25,4.5,5.0,3.5,0.0
wanna get two bunniesthey sooo cute,4.5,2.25,4.5,5.0,3.5,0.4588
happi dashain dashain ko subhakamana sabaai laai,4.5,2.25,4.5,5.0,3.5,0.0
hamro bai haru laai bhai tikako dherai dherai subhakaamana,4.5,2.25,4.5,5.0,3.5,0.0
h1n1 oink oink propnam swine flu vaccin shortag til dechow come never seem shortag illeg drug like crystal meth coke hire guy make h1n1 vaccin,4.5,2.25,4.5,5.0,3.5,-0.0258
happi tihar,4.5,2.25,4.5,5.0,3.5,0.0
new england journal medicin report 9 10 doctor agre 1 10 doctor idiot propnam,4.5,2.25,4.5,5.0,3.5,-0.5106
swine flu vaccin shortag til dechow come never seem shortag illeg drug like crystal meth coke hire guy make h1n1 vaccin jay leno,4.5,2.25,4.5,5.0,3.5,-0.0258
go bear proud berkeley alumni go bear oh stanfordyour never good enough,4.5,2.25,4.5,5.0,3.5,0.1764
go bear proud berkeley alumni go bear,4.5,2.25,4.5,5.0,3.5,0.4767
go bear,4.5,2.25,4.5,5.0,3.5,0.0
best weekend famili movi nite littl cousin,4.5,2.25,4.5,5.0,3.5,0.6369
proud success bsp famili memberscongrat everyon got med school dental school grad schoolbest luck,4.5,2.25,4.5,5.0,3.5,0.8689
here someth think come never see headlin like psychic win lotteri propnam,4.5,2.25,4.5,5.0,3.5,0.3999
uc tuition fee increas 30 salari uc regent increas sinc fee hikesso that tuition money go,4.5,2.25,4.5,5.0,3.5,0.0
happi nondenomin happi winter kid happi holiday everyon,4.5,2.25,4.5,5.0,3.5,0.4019
redpurpl fuschia,4.5,2.25,4.5,5.0,3.5,0.0
american airlin take doctor nurs haiti free pleas call 2126979767 spread word look way help up ship haiti free tomorrow 50 lb anyth give round stuff send pleas repost spread word pleas repost,4.5,2.25,4.5,5.0,3.5,0.8519
im sooo lucki good friend famili thank sweet bday messag lot love,4.5,2.25,4.5,5.0,3.5,0.9413
omgth new sim soooo coolyou even make friend stuff lone friend,4.5,2.25,4.5,5.0,3.5,0.6486
propnam son new car360000 propnam new ring 800000 averag cost 16yr bday parti west la 275000 quot npr peopl get touch realiti share,4.5,2.25,4.5,5.0,3.5,0.296
dont take ugli betti air plenti stupid show air one show that actual empow women speak real peopl,4.5,2.25,4.5,5.0,3.5,-0.5267
happi lunar year hope fill good health happinessand lot red envelop,4.5,2.25,4.5,5.0,3.5,0.7003
im ecstat,3.0,2.5,3.75,4.25,4.0,0.0
miss great dive dive group propnam propnamei need get away,3.0,2.5,3.75,4.25,4.0,0.5423
propnam enjoy propnam 6th birthday happi birthday miss propnam,3.0,2.5,3.75,4.25,4.0,0.3818
im sad im get plane tomorrow divegroup scuba bonair instead get work work work fun,3.0,2.5,3.75,4.25,4.0,0.0516
happyno thrilledthat ive finish halloween costumeswith 12 hour spare pictur tomorrow happi halloween everyon,3.0,2.5,3.75,4.25,4.0,0.0
day repel vasquez rock afternoon even carv pumpkin underwat dive group scv aquat center throw make two halloween costum quit saturday pictur follow soon,3.0,2.5,3.75,4.25,4.0,0.0
proud day today propnam ask id take black friday shop even will get ridicul hour day wonder im good mom,3.0,2.5,3.75,4.25,4.0,0.7184
2amwhi sleep,3.0,2.5,3.75,4.25,4.0,0.0
anoth nutcrack weekend propnam danc act ii open chines fantast propnam last year audienc plan snow tree next year old enough dont know studio keep come fresh newand fun idea congrat girl,3.0,2.5,3.75,4.25,4.0,0.6808
momlicoric christma tree ti sound season yearguess part turf new kitten,3.0,2.5,3.75,4.25,4.0,0.0
tri get back eat healthi wagon past day pure gluttoni,3.0,2.5,3.75,4.25,4.0,0.0
orang pink zebra,3.0,2.5,3.75,4.25,4.0,0.0
oh dear evid santa nome alaskaalreadi well past lo angel final done wrap think doubl back visit hous merri christma everyon,3.0,2.5,3.75,4.25,4.0,0.5719
outdid year mini beef wellington gorgonzola chees homemad mac chees liguini prosciutto frittata endless chees cauliflow au gratin thing without chees green bean desserthomemad chocol chip cooki yule log ohand endless martini plan celebr make success anoth christma,3.0,2.5,3.75,4.25,4.0,0.6249
need stop make browni way avoid work day hate bossoh waitsh,3.0,2.5,3.75,4.25,4.0,-0.7964
mammo ultrasound biopsi oh quot propnameman feel like womanexcept im think meant,3.0,2.5,3.75,4.25,4.0,0.3612
happi summer solstic,3.55,1.4,4.45,4.15,4.8,0.0
creatur took form love maiden idea bewitch us mani charm hope might get fish,3.55,1.4,4.45,4.15,4.8,0.8689
sack hallow height ilion,3.55,1.4,4.45,4.15,4.8,0.0
tent new old job,3.55,1.4,4.45,4.15,4.8,0.0
iliad 59 page final finish translat introduct work progress,3.55,1.4,4.45,4.15,4.8,0.4215
goodby propnam,3.55,1.4,4.45,4.15,4.8,0.0
today court beauti thousand fish rain feet feel,3.55,1.4,4.45,4.15,4.8,0.0
homer epic number two,3.55,1.4,4.45,4.15,4.8,0.0772
machetemachetemachet,3.55,1.4,4.45,4.15,4.8,0.0
want 1000 point win real tank damn that good movi,3.55,1.4,4.45,4.15,4.8,0.6486
there much learn hope wont hard hope snow day make tzar,3.55,1.4,4.45,4.15,4.8,0.7266
want emergentist,3.55,1.4,4.45,4.15,4.8,0.0772
dig dirt today earn supper,3.55,1.4,4.45,4.15,4.8,-0.34
conclus roommat check facebook frequent,3.55,1.4,4.45,4.15,4.8,0.0
got blister garden today,3.55,1.4,4.45,4.15,4.8,0.0
aah novelti clip coupon,3.55,1.4,4.45,4.15,4.8,0.0
danc grass musician roof serenad night,3.55,1.4,4.45,4.15,4.8,0.0
name part kollect,3.55,1.4,4.45,4.15,4.8,0.0
hello world,3.55,1.4,4.45,4.15,4.8,0.0
surpris pleas meet propnam freshman roommat bookstor,3.55,1.4,4.45,4.15,4.8,0.0
hooray friday,3.55,1.4,4.45,4.15,4.8,0.5106
huh chestnut look eerili like brain,3.55,1.4,4.45,4.15,4.8,0.3612
disturb come realiz dao game life cruel,3.55,1.4,4.45,4.15,4.8,-0.7579
thank kind sentiment,3.55,1.4,4.45,4.15,4.8,0.7096
poetri synthesi hyacinth biscuit,3.55,1.4,4.45,4.15,4.8,0.0
expect end campu tour huh,3.55,1.4,4.45,4.15,4.8,0.0
seem acquir mad swank bike,3.55,1.4,4.45,4.15,4.8,-0.4939
weekend,3.55,1.4,4.45,4.15,4.8,0.0
cant decid she use laundri avoid homework homework avoid laundri,3.55,1.4,4.45,4.15,4.8,-0.5267
welcom portland,3.55,1.4,4.45,4.15,4.8,0.0
happi fall equinox,3.55,1.4,4.45,4.15,4.8,0.0
unfortun folk song autumn grass alway trump paper write back work,3.55,1.4,4.45,4.15,4.8,0.0
climb tree search fish,3.55,1.4,4.45,4.15,4.8,0.0
stride forth undaunt unafraid toward uttermost frontier thought wisdom lure pioneer,3.55,1.4,4.45,4.15,4.8,0.5267
realiz degre pack box like put togeth puzzl 3d much fun,3.55,1.4,4.45,4.15,4.8,0.7003
own bio test read propnam tree somewher,3.55,1.4,4.45,4.15,4.8,0.0
wild arumpus happi fall break,3.55,1.4,4.45,4.15,4.8,0.0
play guitar howl moon,3.55,1.4,4.45,4.15,4.8,0.34
coud tell soft feet stranger land,3.55,1.4,4.45,4.15,4.8,0.0
may suggest give away dont use need someon worship util potenti thing need ask friend first add dollar bonfir consumer bestcookbookev,3.55,1.4,4.45,4.15,4.8,0.6597
think dig firepit post new year bonfir folk around interest put togeth sort shindig,3.55,1.4,4.45,4.15,4.8,0.4588
4 modifi cuddl puddl optim yay,3.55,1.4,4.45,4.15,4.8,0.5267
troubl make sens coursework three feet new powder stabl base made tree ski orgasm er,3.55,1.4,4.45,4.15,4.8,0.0
soy nog lolwut,3.55,1.4,4.45,4.15,4.8,0.0
40 weather day leav oregon main fickl mistress,3.55,1.4,4.45,4.15,4.8,0.0
got lost bought plant,3.55,1.4,4.45,4.15,4.8,-0.3182
dear god respiratori arrest,3.55,1.4,4.45,4.15,4.8,0.3182
learn selfliber hooray,3.55,1.4,4.45,4.15,4.8,0.5106
like work play class thingsumm happen often,4.0,1.95,4.25,3.55,3.45,0.5994
3 bake cooki,4.0,1.95,4.25,3.55,3.45,0.0
readi awesom summer stanford,4.0,1.95,4.25,3.55,3.45,0.0
im melt,4.0,1.95,4.25,3.55,3.45,0.0
feel like weekend nowwww,4.0,1.95,4.25,3.55,3.45,0.3612
migrain,4.0,1.95,4.25,3.55,3.45,0.0
must write essay,4.0,1.95,4.25,3.55,3.45,0.0
3s picnic,4.0,1.95,4.25,3.55,3.45,0.0
3 new dentist,4.0,1.95,4.25,3.55,3.45,0.0
3s hawaii,4.0,1.95,4.25,3.55,3.45,0.0
3s pedicur,4.0,1.95,4.25,3.55,3.45,0.0
back workkk,4.0,1.95,4.25,3.55,3.45,0.0
one week catch lifethen vacat,4.0,1.95,4.25,3.55,3.45,0.0
3s danc,4.0,1.95,4.25,3.55,3.45,0.0
home height,4.0,1.95,4.25,3.55,3.45,0.0
breath relief,4.0,1.95,4.25,3.55,3.45,0.4767
3s catch friend,4.0,1.95,4.25,3.55,3.45,0.4939
3 softbal,4.0,1.95,4.25,3.55,3.45,0.0
project runway,4.0,1.95,4.25,3.55,3.45,0.0
need focussss,4.0,1.95,4.25,3.55,3.45,0.0
senor go away pleas oh take flu,4.0,1.95,4.25,3.55,3.45,-0.3818
im go doctor,4.0,1.95,4.25,3.55,3.45,0.0
happi thanksgiv,4.0,1.95,4.25,3.55,3.45,0.0
shop,4.0,1.95,4.25,3.55,3.45,0.0
home thanksgiv 3,4.0,1.95,4.25,3.55,3.45,0.0
lock room roomat ra sight,4.0,1.95,4.25,3.55,3.45,0.0
sd,4.0,1.95,4.25,3.55,3.45,0.0
done done done,4.0,1.95,4.25,3.55,3.45,0.0
stuck sd airport forev,4.0,1.95,4.25,3.55,3.45,-0.25
best birthday ever 3 surpris dinnergettogetherparti vega halloween 3 thank everyon made 21st special,4.0,1.95,4.25,3.55,3.45,0.8555
3 rain im drive,4.0,1.95,4.25,3.55,3.45,0.0
sleep need,4.0,1.95,4.25,3.55,3.45,0.0
christma vega famili 3,4.0,1.95,4.25,3.55,3.45,0.0
head back la,4.0,1.95,4.25,3.55,3.45,0.0
happi new year decad everyon,4.0,1.95,4.25,3.55,3.45,0.0
day snowboard exercis ive break,4.0,1.95,4.25,3.55,3.45,0.0
aghhh almost christma dd,4.0,1.95,4.25,3.55,3.45,0.0
three day christma 3 3,4.0,1.95,4.25,3.55,3.45,0.0
happi hour w drawmat,4.0,1.95,4.25,3.55,3.45,0.0
shock grade bad thought,4.75,2.75,3.0,3.25,2.75,-0.7269
sooo sick douch bag kick rock bitch,4.75,2.75,3.0,3.25,2.75,-0.7964
3 day clesas woo,4.75,2.75,3.0,3.25,2.75,0.4767
sooooo stress arghwher kati,4.75,2.75,3.0,3.25,2.75,-0.4215
get readi get crunk parti like 1999 holla playa lol,4.75,2.75,3.0,3.25,2.75,0.6486
bitch butif hear one celeb die drug overdos im go fing lose itget togeth act like adultsrid,4.75,2.75,3.0,3.25,2.75,-0.836
suggest everyon see harri potter bruno great movi,4.75,2.75,3.0,3.25,2.75,0.6249
narrow mind,4.75,2.75,3.0,3.25,2.75,0.0
keep hatin bitchesim get start weeeee,4.75,2.75,3.0,3.25,2.75,0.0
toenail look neon sun grungi shadedont get yellow lol,4.75,2.75,3.0,3.25,2.75,0.4215
sooooo excit see mu sochua speak today,4.75,2.75,3.0,3.25,2.75,0.0
want someth fun idea,4.75,2.75,3.0,3.25,2.75,0.5574
ive got love bunch coconut deedleede,4.75,2.75,3.0,3.25,2.75,0.6369
skip gym today will make danc go mix woo,4.75,2.75,3.0,3.25,2.75,0.4767
weve done thing asham ofif anyon saw kany leno tonight wellh sooooo bad,4.75,2.75,3.0,3.25,2.75,-0.5423
come cowboy,4.75,2.75,3.0,3.25,2.75,0.0
wait progress man wish gym,4.75,2.75,3.0,3.25,2.75,0.6705
wish away weekend watch monday night footbal,4.75,2.75,3.0,3.25,2.75,0.4019
cowboy win,4.75,2.75,3.0,3.25,2.75,0.5859
french tsunami busi,4.75,2.75,3.0,3.25,2.75,0.0
realiz im miss lovefest wtf,4.75,2.75,3.0,3.25,2.75,-0.6597
propnam saturday night big night date night saturday night saturday night propnam plan huh propnam one ha ha ha ha ha,4.75,2.75,3.0,3.25,2.75,0.875
want carv pumpkin,4.75,2.75,3.0,3.25,2.75,0.0772
readi new day disappoint even,4.75,2.75,3.0,3.25,2.75,-0.4019
yeah buddi cowboy,4.75,2.75,3.0,3.25,2.75,0.296
everyon think rain time play walk extrem slow head downwtf,4.75,2.75,3.0,3.25,2.75,0.34
oh ye ladi night feelin right oh ye ladi night oh night,4.75,2.75,3.0,3.25,2.75,0.0
got boom boom pow lol lol lol,4.75,2.75,3.0,3.25,2.75,0.8126
everyon tonight im bore,4.75,2.75,3.0,3.25,2.75,-0.25
sacramento tonight start badland woo hoo,4.75,2.75,3.0,3.25,2.75,0.4767
biggest loser lol,4.75,2.75,3.0,3.25,2.75,-0.1531
ok2 assign midtermthen let festiv begin yayyyyy,4.75,2.75,3.0,3.25,2.75,0.0
schoolback real life,4.75,2.75,3.0,3.25,2.75,0.0
la novia de chuckylol,4.75,2.75,3.0,3.25,2.75,0.0
hangov klonopin gresi ass breakfast festiv event bed,4.75,2.75,3.0,3.25,2.75,-0.5423
let go cowboy,4.75,2.75,3.0,3.25,2.75,0.0
britney song britney song britney song put hand theyr playin song butterfli fli away noddin head like yeah move hip like yeah oh ye went,4.75,2.75,3.0,3.25,2.75,0.891
mom your play hard get who playin hard get lol lol lol,4.75,2.75,3.0,3.25,2.75,0.8402
studi naughti tisk tisk lol,4.75,2.75,3.0,3.25,2.75,0.4215
davi toxic,4.75,2.75,3.0,3.25,2.75,0.0
pleas fill survey ca propnam survey group,4.75,2.75,3.0,3.25,2.75,0.0
feel product yee,4.75,2.75,3.0,3.25,2.75,0.0
realiz much miss girl love guy xoxo,4.75,2.75,3.0,3.25,2.75,0.8225
tri find movi wath onlineani suggest,4.75,2.75,3.0,3.25,2.75,0.0
offici addict twilight book,4.75,2.75,3.0,3.25,2.75,0.0
restless,4.75,2.75,3.0,3.25,2.75,-0.2732
irrit,4.75,2.75,3.0,3.25,2.75,0.0
gamora parti,4.75,2.75,3.0,3.25,2.75,0.0
daaaaaaaaahhhhh tomorrow big day sooooo excit,4.75,2.75,3.0,3.25,2.75,0.0
1 pot coffe littl sleep spastic deliri pammi wee,4.75,2.75,3.0,3.25,2.75,0.0
saw flash channi face commerci yay,4.75,2.75,3.0,3.25,2.75,0.5267
experienc first clarksburg light parad lol,4.75,2.75,3.0,3.25,2.75,0.4215
time studyal done tomorrow night yee,4.75,2.75,3.0,3.25,2.75,0.0
im agricultur labor much interest mebut ughhhhhhhh defin narrow potenti career path,4.75,2.75,3.0,3.25,2.75,0.4588
choos embarrass everi chanc get ugh,4.75,2.75,3.0,3.25,2.75,-0.6124
need anoth moviedamn insomnia,4.75,2.75,3.0,3.25,2.75,0.0
wee bit disappoint,4.75,2.75,3.0,3.25,2.75,-0.4019
im keeli sidecal high school lol,4.75,2.75,3.0,3.25,2.75,0.4215
omgfin got next twilight bookyay,4.75,2.75,3.0,3.25,2.75,0.0
holler good grade woo hoo,4.75,2.75,3.0,3.25,2.75,0.7184
footbal basketbal center court,4.75,2.75,3.0,3.25,2.75,0.0
bout cowboy yee,4.75,2.75,3.0,3.25,2.75,0.0
dont tardi parti lol,4.75,2.75,3.0,3.25,2.75,-0.3252
ummmouchcool cousin christma make worthless best tradit ever,4.75,2.75,3.0,3.25,2.75,0.3182
oh boyslet ghetto,4.75,2.75,3.0,3.25,2.75,0.0
believ fli woo believ touch sky think everi night day spread wing fli away realllllli need someth right lol,4.75,2.75,3.0,3.25,2.75,0.7096
new yearmayb new hairim think chocolati brown,4.75,2.75,3.0,3.25,2.75,0.0
get readi stalk taylor marshani hint would help lol,4.75,2.75,3.0,3.25,2.75,0.6705
tri someth littl differentbring new yar sober hope reflect year come xoxo,4.75,2.75,3.0,3.25,2.75,0.7845
